id,sector,name,pitch,target_market,model_slug,budget_band,location,team,time_mode,source,ref
2118,Shark Tank India,Portable Wooden Bluetooth Speakers,"Inspired by Deciwood from Delhi, who pitched this on Shark Tank India (S1 E0) and asked ₹50L, no deal.",,consumer-gadgets-brand,,,,,sharktank,S1E0P140
2119,Shark Tank India,Sports Nutrition Snacks,"Inspired by Happy Bar from Hyderabad, who pitched this on Shark Tank India (S1 E0) and asked ₹60L, no deal.",,healthy-snacks-brand,,,,,sharktank,S1E0P141
2120,Shark Tank India,Online Puja & Daan Services,"Inspired by Tathastulive from Ahmedabad, who pitched this on Shark Tank India (S1 E0) and asked ₹50L, no deal.",,pooja-and-incense-products,,,,,sharktank,S1E0P142
2121,Shark Tank India,Bra Fitting Service,"Inspired by Bandsand Cups from Chennai, who pitched this on Shark Tank India (S1 E0) and asked ₹40L, no deal.",,beauty-salon,,,,,sharktank,S1E0P143
2122,Shark Tank India,Pocket Microscopes,"Inspired by The Iris from Bangalore, who pitched this on Shark Tank India (S1 E0) and asked ₹10L, no deal.",,toys-and-games-brand,,,,,sharktank,S1E0P145
2123,Shark Tank India,Juice Making Machine,"Inspired by Canebot from Pune, who pitched this on Shark Tank India (S1 E0) and asked ₹1 Cr, no deal.",,industrial-solutions,,,,,sharktank,S1E0P146
2124,Shark Tank India,Chole Kulche Outlet,"Inspired by Oye Delhi Oye from Delhi, who pitched this on Shark Tank India (S1 E0) and asked ₹35L, no deal.",,quick-service-food-outlet,,,,,sharktank,S1E0P147
2125,Shark Tank India,Wedding Ceremonial Items,"Inspired by Meera's Celebrations from Ludhiana, who pitched this on Shark Tank India (S1 E0) and asked ₹50L, no deal.",,wedding-planning,,,,,sharktank,S1E0P149
2126,Shark Tank India,Premium Home Decor,"Inspired by Artment from Gurgaon, who pitched this on Shark Tank India (S1 E0) and asked ₹1.7 Cr, no deal.",,handcrafted-home-decor,,,,,sharktank,S1E0P150
2127,Shark Tank India,Designer Solar Panels,"Inspired by Powertree from Gandhinagar, who pitched this on Shark Tank India (S1 E0) and asked ₹1.5 Cr, no deal.",,solar-installation,,,,,sharktank,S1E0P151
2128,Shark Tank India,Massager Backpack,"Inspired by Eume from Mumbai, who pitched this on Shark Tank India (S1 E0) and asked ₹1.5 Cr, no deal.",,consumer-gadgets-brand,,,,,sharktank,S1E0P152
2129,Shark Tank India,Fresh Pooja Flowers,"Inspired by Hoovu from Bangalore, who pitched this on Shark Tank India (S2 E1) and got ₹1 Cr for 2%.",,pooja-and-incense-products,,,,,sharktank,S2E1P153
2130,Shark Tank India,Flavoured Tea Brand,"Inspired by Dorji from Darjeeling, who pitched this on Shark Tank India (S2 E1) and got ₹30L for 15%.",,beverage-brand,,,,,sharktank,S2E1P154
2131,Shark Tank India,Smart Watches,"Inspired by Watchout Wearables from Thane, who pitched this on Shark Tank India (S2 E2) and got ₹1 Cr for 10%.",,consumer-gadgets-brand,,,,,sharktank,S2E2P157
2132,Shark Tank India,Soup Meals Brand,"Inspired by Soup X from Delhi, who pitched this on Shark Tank India (S2 E2) and got ₹50L for 18%.",,frozen-and-ready-to-cook-foods,,,,,sharktank,S2E2P158
2133,Shark Tank India,Kombucha Brand,"Inspired by ATMOSPHERE from Delhi, who pitched this on Shark Tank India (S2 E3) and asked ₹75L, no deal.",,beverage-brand,,,,,sharktank,S2E3P159
2134,Shark Tank India,Regional Language OTT,"Inspired by Stage from Bhiwani, who pitched this on Shark Tank India (S2 E3) and got ₹1.5 Cr for 0.6%.",,content-and-media-platform,,,,,sharktank,S2E3P160
2135,Shark Tank India,Color-changing Clothing Products,"Inspired by Girgit from Mumbai, who pitched this on Shark Tank India (S2 E3) and got ₹20L for 20%.",,d2c-apparel-brand,,,,,sharktank,S2E3P161
2136,Shark Tank India,Homemade Snacks Brand,"Inspired by Patil Kaki from Mumbai, who pitched this on Shark Tank India (S2 E4) and got ₹40L for 4%.",,healthy-snacks-brand,,,,,sharktank,S2E4P163
2137,Shark Tank India,Auto Fire Extinguisher,"Inspired by Brandsdaddy from Mumbai, who pitched this on Shark Tank India (S2 E4) and got ₹35L for 5%.",,safety-and-security-devices,,,,,sharktank,S2E4P164
2138,Shark Tank India,At-Home Beauty Devices,"Inspired by Winston from Faridabad, who pitched this on Shark Tank India (S2 E5) and got ₹1 Cr for 10%.",,personal-care-brand,,,,,sharktank,S2E5P165
2139,Shark Tank India,Shoes Sneakers Loafers,"Inspired by Flatheads from Bangalore, who pitched this on Shark Tank India (S2 E5) and asked ₹75L, no deal.",,footwear-brand,,,,,sharktank,S2E5P166
2140,Shark Tank India,Organic Cigarettes Cigarillos Smokes,"Inspired by Organic Smokes from Delhi, who pitched this on Shark Tank India (S2 E5) and asked ₹1 Cr, no deal.",,personal-care-brand,,,,,sharktank,S2E5P167
2141,Shark Tank India,MSME Scheme Discovery Platform,"Inspired by Haqdarshak from Shimla, who pitched this on Shark Tank India (S2 E6) and got ₹1 Cr for 2%.",,b2b-saas-startup,,,,,sharktank,S2E6P169
2142,Shark Tank India,Puranpoli Snacks,"Inspired by Bhaskar's Puranpoli Ghar from Thane, who pitched this on Shark Tank India (S2 E6) and asked ₹75L, no deal.",,healthy-snacks-brand,,,,,sharktank,S2E6P170
2143,Shark Tank India,Kids Learning Companion,"Inspired by Gunjan Apps Studios from Kolkata, who pitched this on Shark Tank India (S2 E7) and asked ₹2.5 Cr, no deal.",,test-prep-online,,,,,sharktank,S2E7P171
2144,Shark Tank India,Digital Stethoscopes,"Inspired by Ayu Synk from Mumbai, who pitched this on Shark Tank India (S2 E7) and got ₹50L for 3.5%.",,medical-devices-startup,,,,,sharktank,S2E7P173
2145,Shark Tank India,Accessibility Platform for Disabled People,"Inspired by Atypical Advantage from Jamshedpur, who pitched this on Shark Tank India (S2 E8) and got ₹30L for 3%.",,healthtech-startup,,,,,sharktank,S2E8P174
2146,Shark Tank India,Lucknow Artisan Crafts,"Inspired by House Of Chikankari from Delhi, who pitched this on Shark Tank India (S2 E8) and got ₹75L for 3.75%.",,handloom-textiles-brand,,,,,sharktank,S2E8P175
2147,Shark Tank India,DNA-Engraved Jewellery,"Inspired by Magic Of Memories from Delhi, who pitched this on Shark Tank India (S2 E8) and asked ₹25L, no deal.",,jewellery-brand,,,,,sharktank,S2E8P176
2148,Shark Tank India,Semi Permanent Hair Color,"Inspired by Paradyes from Ahmedabad, who pitched this on Shark Tank India (S2 E9) and got ₹65L for 2%.",,personal-care-brand,,,,,sharktank,S2E9P177
2149,Shark Tank India,Gemstone Jewellery,"Inspired by Zillionaire from Jaipur, who pitched this on Shark Tank India (S2 E10) and got ₹1 Cr for 10%.",,jewellery-brand,,,,,sharktank,S2E10P179
2150,Shark Tank India,Credit Score Platform,"Inspired by Credmate from Ludhiana, who pitched this on Shark Tank India (S2 E10) and asked ₹50L, no deal.",,fintech-startup,,,,,sharktank,S2E10P180
2151,Shark Tank India,Non-Electric & Portable Bowling Machines,"Inspired by Freebowler from Bangalore, who pitched this on Shark Tank India (S2 E10) and got ₹25L for 7.5%.",,sports-goods-brand,,,,,sharktank,S2E10P181
2152,Shark Tank India,Sports Training Institute,"Inspired by ABCSports&Fitness from Pune, who pitched this on Shark Tank India (S2 E11) and got ₹40L for 10%.",,sports-coaching-academy,,,,,sharktank,S2E11P182
2153,Shark Tank India,Android Apps for Windows,"Inspired by Primebook from Delhi, who pitched this on Shark Tank India (S2 E11) and got ₹75L for 3%.",,b2b-saas-startup,,,,,sharktank,S2E11P183
2154,Shark Tank India,Compost Bins,"Inspired by Daily Dump from Bangalore, who pitched this on Shark Tank India (S2 E11) and got ₹30L for 4%.",,recycling-and-waste,,,,,sharktank,S2E11P184
2155,Shark Tank India,Pure Organic Soaps,"Inspired by Ghar Soaps from Pune, who pitched this on Shark Tank India (S2 E12) and got ₹60L for 4%.",,handmade-soap-and-cosmetics,,,,,sharktank,S2E12P185
2156,Shark Tank India,Pregnancy Monitoring Systems,"Inspired by Janitri from Alwar, who pitched this on Shark Tank India (S2 E12) and got ₹1 Cr for 2.5%.",,medical-devices-startup,,,,,sharktank,S2E12P186
2157,Shark Tank India,Indian Automatic Watches,"Inspired by Jaipur Watch Company from Jaipur, who pitched this on Shark Tank India (S2 E12) and asked ₹50L, no deal.",,bags-and-accessories-brand,,,,,sharktank,S2E12P187
2158,Shark Tank India,Plug And Fly Drones,"Inspired by Inside FPV from Surat, who pitched this on Shark Tank India (S2 E13) and got ₹75L for 15%.",,deeptech-hardware,,,,,sharktank,S2E13P188
2159,Shark Tank India,Contemporary Indian Clothing,"Inspired by Angrakhaa from Delhi, who pitched this on Shark Tank India (S2 E13) and got ₹40L for 20%.",,d2c-apparel-brand,,,,,sharktank,S2E13P189
2160,Shark Tank India,Diabetic-Friendly Foods,"Inspired by Diabexy from Gurgaon, who pitched this on Shark Tank India (S2 E13) and asked ₹1.5 Cr, no deal.",,healthy-snacks-brand,,,,,sharktank,S2E13P190
2161,Shark Tank India,Smart Walking Stick,"Inspired by Kyari from Ghaziabad, who pitched this on Shark Tank India (S2 E14) and got ₹51L for 6%.",,safety-and-security-devices,,,,,sharktank,S2E14P191
2162,Shark Tank India,Parathas & Pakodas Outlet,"Inspired by Mopp Foods from Delhi, who pitched this on Shark Tank India (S2 E14) and got ₹75L for 5%.",,quick-service-food-outlet,,,,,sharktank,S2E14P192
2163,Shark Tank India,Candy & Toy Brand,"Inspired by Dobiee from Shinde, who pitched this on Shark Tank India (S2 E15) and got ₹72L for 6.5%.",,sweet-shop,,,,,sharktank,S2E15P194
2164,Shark Tank India,Local Courier And Parcel Service,"Inspired by Fast Beetle from Srinagar, who pitched this on Shark Tank India (S2 E15) and got ₹90L for 7.5%.",,local-delivery-service,,,,,sharktank,S2E15P195
2165,Shark Tank India,Disposable Uroflowmetry System,"Inspired by Pflow from Dhule, who pitched this on Shark Tank India (S2 E15) and got ₹60L for 6%.",,medical-devices-startup,,,,,sharktank,S2E15P196
2166,Shark Tank India,Bike Accessories,"Inspired by Sepal from Hyderabad, who pitched this on Shark Tank India (S2 E16) and got ₹50L for 2%.",,bags-and-accessories-brand,,,,,sharktank,S2E16P198
2167,Shark Tank India,Ayurveda Hair Skin Products,"Inspired by Avimee Herbal from Surat, who pitched this on Shark Tank India (S2 E17) and asked ₹2.8 Cr, no deal.",,personal-care-brand,,,,,sharktank,S2E17P200
2168,Shark Tank India,Eyewear Brand,"Inspired by eyenic from Delhi, who pitched this on Shark Tank India (S2 E17) and asked ₹75L, no deal.",,bags-and-accessories-brand,,,,,sharktank,S2E17P201
2169,Shark Tank India,Food Karts,"Inspired by Raasa from Delhi, who pitched this on Shark Tank India (S2 E18) and got ₹50L for 25%.",,quick-service-food-outlet,,,,,sharktank,S2E18P203
2170,Shark Tank India,Petticoat Brand,"Inspired by Sayonara from Kolkata, who pitched this on Shark Tank India (S2 E18) and asked ₹1 Cr, no deal.",,d2c-apparel-brand,,,,,sharktank,S2E18P206
2171,Shark Tank India,Indian Sauces Chutneys,"Inspired by Spice Story from Mumbai, who pitched this on Shark Tank India (S2 E19) and got ₹70L for 5%.",,pickle-and-papad-brand,,,,,sharktank,S2E19P208
2172,Shark Tank India,App To Learn Stock Market Basics,"Inspired by Bullspree from Ahmedabad, who pitched this on Shark Tank India (S2 E19) and got ₹75L for 2.86%.",,test-prep-online,,,,,sharktank,S2E19P209
2173,Shark Tank India,Menswear Brand,"Inspired by Snitch from Bangalore, who pitched this on Shark Tank India (S2 E20) and got ₹1.5 Cr for 1.5%.",,d2c-apparel-brand,,,,,sharktank,S2E20P210
2174,Shark Tank India,Studio Gym,"Inspired by Portl from Hyderabad, who pitched this on Shark Tank India (S2 E20) and got ₹1.5 Cr for 2.5%.",,gym,,,,,sharktank,S2E20P211
2175,Shark Tank India,Diet Plan Weight Loss,"Inspired by Fat To Slim from Bangalore, who pitched this on Shark Tank India (S2 E20) and asked ₹20L, no deal.",,nutrition-coaching,,,,,sharktank,S2E20P212
2176,Shark Tank India,Cake Slices Brand,"Inspired by Cheese Cake&Co. from Delhi, who pitched this on Shark Tank India (S2 E21) and asked ₹1 Cr, no deal.",,home-bakery,,,,,sharktank,S2E21P213
2177,Shark Tank India,Paints Crayons Brushes,"Inspired by Dabble from Bangalore, who pitched this on Shark Tank India (S2 E21) and got ₹15L for 10%.",,stationery-and-art-supplies,,,,,sharktank,S2E21P214
2178,Shark Tank India,Online Custom Tailoring,"Inspired by Cloud Tailor from Bangalore, who pitched this on Shark Tank India (S2 E21) and asked ₹1 Cr, no deal.",,boutique-tailoring,,,,,sharktank,S2E21P215
2179,Shark Tank India,Platform for LGBTQ+ Creators,"Inspired by Be Unic from Noida, who pitched this on Shark Tank India (S2 E21) and asked ₹1 Cr, no deal.",,content-and-media-platform,,,,,sharktank,S2E21P216
2180,Shark Tank India,Domestic Help Platform,"Inspired by Broomees from Delhi, who pitched this on Shark Tank India (S2 E22) and got ₹1 Cr for 3%.",,home-cleaning-service,,,,,sharktank,S2E22P217
2181,Shark Tank India,Custom Hair Products,"Inspired by Ravel from Amaravati, who pitched this on Shark Tank India (S2 E22) and got ₹75L for 10%.",,personal-care-brand,,,,,sharktank,S2E22P218
2182,Shark Tank India,Sanitary Pad Disposal Units,"Inspired by Pad Care from Pune, who pitched this on Shark Tank India (S2 E23) and got ₹1 Cr for 4%.",,medical-devices-startup,,,,,sharktank,S2E23P220
2183,Shark Tank India,Clay Utensils & Cookware,"Inspired by Swadeshi Blessings from Udaipur, who pitched this on Shark Tank India (S2 E23) and got ₹25L for 5%.",,handcrafted-home-decor,,,,,sharktank,S2E23P221
2184,Shark Tank India,Live Skill Classes Platform,"Inspired by OLL from Mumbai, who pitched this on Shark Tank India (S2 E23) and got ₹30L for 5%.",,test-prep-online,,,,,sharktank,S2E23P222
2185,Shark Tank India,"Scrubs, Lab Coats & Medical Apparel","Inspired by Febris from Ferozepur, who pitched this on Shark Tank India (S2 E23) and asked ₹1 Cr, no deal.",,d2c-apparel-brand,,,,,sharktank,S2E23P223
2186,Shark Tank India,Smallest EV Tractor,"Inspired by Geeani from Ahmedabad, who pitched this on Shark Tank India (S2 E24) and got ₹1 Cr for 10%.",,ev-assembly,,,,,sharktank,S2E24P224
2187,Shark Tank India,Gelato Ice Cream,"Inspired by Amore from Hyderabad, who pitched this on Shark Tank India (S2 E24) and got ₹75L for 7.5%.",,ice-cream-and-desserts-brand,,,,,sharktank,S2E24P225
2188,Shark Tank India,Botanical Jewellery,"Inspired by Leafy Affair from Bangalore, who pitched this on Shark Tank India (S2 E24) and asked ₹50L, no deal.",,jewellery-brand,,,,,sharktank,S2E24P226
2189,Shark Tank India,Online Scrap Selling Platform,"Inspired by Scrap Uncle from Delhi, who pitched this on Shark Tank India (S2 E25) and got ₹60L for 5%.",,recycling-and-waste,,,,,sharktank,S2E25P227
2190,Shark Tank India,Freshly Milled Atta,"Inspired by Sharma Ji Ki Aata from Pune, who pitched this on Shark Tank India (S2 E25) and got ₹40L for 20%.",,spice-processing-unit,,,,,sharktank,S2E25P228
2191,Shark Tank India,Curly Hair Care Products,"Inspired by Manetain from Kochi, who pitched this on Shark Tank India (S2 E25) and got ₹75L for 10%.",,personal-care-brand,,,,,sharktank,S2E25P229
2192,Shark Tank India,Gender-Neutral Fashion,"Inspired by Gavin Paris from Kolkata, who pitched this on Shark Tank India (S2 E26) and asked ₹50L, no deal.",,d2c-apparel-brand,,,,,sharktank,S2E26P230
2193,Shark Tank India,Campus Hiring Platform,"Inspired by Un Stop from Delhi, who pitched this on Shark Tank India (S2 E26) and got ₹2 Cr for 4%.",,b2b-marketplace,,,,,sharktank,S2E26P231
2194,Shark Tank India,Ayurvedic Herbal Tea,"Inspired by Blue Tea from Faridabad, who pitched this on Shark Tank India (S2 E26) and got ₹50L for 3%.",,beverage-brand,,,,,sharktank,S2E26P232
2195,Shark Tank India,Online Art & Craft Store,"Inspired by Hobby India from Surat, who pitched this on Shark Tank India (S2 E27) and asked ₹50L, no deal.",,handcrafted-home-decor,,,,,sharktank,S2E27P234
2196,Shark Tank India,Composite Paper Honeycomb Panels,"Inspired by Flhexible from Jaipur, who pitched this on Shark Tank India (S2 E27) and asked ₹50L, no deal.",,industrial-solutions,,,,,sharktank,S2E27P235
2197,Shark Tank India,Esports & Gaming Organisation,"Inspired by Up Thrust from Mumbai, who pitched this on Shark Tank India (S2 E27) and asked ₹75L, no deal.",,gaming-and-esports,,,,,sharktank,S2E27P236
2198,Shark Tank India,Cool-Ground Spices,"Inspired by Zoff from Raipur, who pitched this on Shark Tank India (S2 E28) and got ₹1 Cr for 1.25%.",,spice-processing-unit,,,,,sharktank,S2E28P237
2199,Shark Tank India,Traditional Indian Games,"Inspired by Desi Toys from Mumbai, who pitched this on Shark Tank India (S2 E28) and asked ₹50L, no deal.",,toys-and-games-brand,,,,,sharktank,S2E28P238
2200,Shark Tank India,No-Code Metaverse Builder,"Inspired by Cloud Worx from Bangalore, who pitched this on Shark Tank India (S2 E28) and got ₹40L for 3.2%.",,b2b-saas-startup,,,,,sharktank,S2E28P239
2201,Shark Tank India,Tea Glass Washing Machine,"Inspired by Mahantam from Banaskantha, who pitched this on Shark Tank India (S2 E29) and got ₹30L for 20%.",,industrial-solutions,,,,,sharktank,S2E29P240
2202,Shark Tank India,Fresh Dairy Products Brand,"Inspired by Barosi from Pataudi, who pitched this on Shark Tank India (S2 E29) and asked ₹50L, no deal.",,dairy-farm,,,,,sharktank,S2E29P242
2203,Shark Tank India,North Indian Cuisine Restaurant,"Inspired by Daryaganj from Delhi, who pitched this on Shark Tank India (S2 E30) and got ₹90L for 1%.",,quick-service-food-outlet,,,,,sharktank,S2E30P243
2204,Shark Tank India,Cycle-to-EV Conversion Kit,"Inspired by Dhruv Vidyut from Delhi, who pitched this on Shark Tank India (S2 E30) and asked ₹0L, no deal.",,ev-assembly,,,,,sharktank,S2E30P244
2205,Shark Tank India,Gaming Office Chairs,"Inspired by CELLBELL from Ulhasnagar, who pitched this on Shark Tank India (S2 E30) and asked ₹90L, no deal.",,furniture-workshop,,,,,sharktank,S2E30P245
2206,Shark Tank India,Balance Bike For Kids,"Inspired by Tipayi from Pune, who pitched this on Shark Tank India (S2 E31) and asked ₹50L, no deal.",,toys-and-games-brand,,,,,sharktank,S2E31P246
2207,Shark Tank India,Doctor Booking & Teleconsult App,"Inspired by Digi Qure from Bhopal, who pitched this on Shark Tank India (S2 E31) and got ₹40L for 10%.",,healthtech-startup,,,,,sharktank,S2E31P247
2208,Shark Tank India,Temple Flower Incense,"Inspired by Nirmalaya from Delhi, who pitched this on Shark Tank India (S2 E31) and asked ₹60L, no deal.",,pooja-and-incense-products,,,,,sharktank,S2E31P248
2209,Shark Tank India,Artisan-Direct Crafts Store,"Inspired by Pabiben from Ahmedabad, who pitched this on Shark Tank India (S2 E32) and got ₹10L for 5%.",,handcrafted-home-decor,,,,,sharktank,S2E32P249
2210,Shark Tank India,Home & Travel Organisers,"Inspired by Homestrap from Indore, who pitched this on Shark Tank India (S2 E32) and got ₹50L for 7%.",,bags-and-accessories-brand,,,,,sharktank,S2E32P250
2211,Shark Tank India,Smart Natural Air Purifier,"Inspired by u Breathe from Gurgaon, who pitched this on Shark Tank India (S2 E32) and got ₹50L for 5%.",,consumer-gadgets-brand,,,,,sharktank,S2E32P251
2212,Shark Tank India,Experiential Travel Website,"Inspired by Deyor from Gurgaon, who pitched this on Shark Tank India (S2 E32) and asked ₹1 Cr, no deal.",,services-marketplace-app,,,,,sharktank,S2E32P252
2213,Shark Tank India,Baked Chips,"Inspired by The Healthy Binge from Pune, who pitched this on Shark Tank India (S2 E33) and got ₹50L for 5%.",,healthy-snacks-brand,,,,,sharktank,S2E33P254
2214,Shark Tank India,Fashionable Denim Apparel,"Inspired by Freakins from Mumbai, who pitched this on Shark Tank India (S2 E33) and got ₹50L for 2.5%.",,d2c-apparel-brand,,,,,sharktank,S2E33P255
2215,Shark Tank India,Electric Toothbrush Brand,"Inspired by Perfora from Ballarpur, who pitched this on Shark Tank India (S2 E34) and got ₹80L for 2.5%.",,personal-care-brand,,,,,sharktank,S2E34P256
2216,Shark Tank India,Lounge & Travel Wear,"Inspired by Mid Night Angels By PC from Gurgaon, who pitched this on Shark Tank India (S2 E34) and asked ₹75L, no deal.",,d2c-apparel-brand,,,,,sharktank,S2E34P257
2217,Shark Tank India,AI Vision Therapy,"Inspired by Cure See from Gurgaon, who pitched this on Shark Tank India (S2 E34) and got ₹50L for 10%.",,healthtech-startup,,,,,sharktank,S2E34P258
2218,Shark Tank India,Healthcare Super App,"Inspired by Medu Lance from Delhi, who pitched this on Shark Tank India (S2 E35) and got ₹2 Cr for 2%.",,healthtech-startup,,,,,sharktank,S2E35P259
2219,Shark Tank India,Play-to-Earn Social Gaming Platform,"Inspired by Bowled.io from Mumbai, who pitched this on Shark Tank India (S2 E35) and asked ₹80L, no deal.",,gaming-and-esports,,,,,sharktank,S2E35P261
2220,Shark Tank India,Toy Store,"Inspired by Toyshine from Jalandhar, who pitched this on Shark Tank India (S2 E35) and asked ₹1.25 Cr, no deal.",,toys-and-games-brand,,,,,sharktank,S2E35P262
2221,Shark Tank India,Wearable EEG Headband,"Inspired by neuphony from Noida, who pitched this on Shark Tank India (S2 E36) and got ₹1 Cr for 5.4%.",,medical-devices-startup,,,,,sharktank,S2E36P263
2222,Shark Tank India,AR Books for Kids,"Inspired by Holo Kitab from Jalandhar, who pitched this on Shark Tank India (S2 E36) and got ₹45L for 25%.",,edtech-startup,,,,,sharktank,S2E36P265
2223,Shark Tank India,Health & Wellness Store,"Inspired by Zoe from Gurgaon, who pitched this on Shark Tank India (S2 E37) and asked ₹75L, no deal.",,healthy-snacks-brand,,,,,sharktank,S2E37P266
2224,Shark Tank India,Diamond Frame Folding Bicycles,"Inspired by Hornback from Hyderabad, who pitched this on Shark Tank India (S2 E37) and got ₹50L for 2.5%.",,ev-assembly,,,,,sharktank,S2E37P267
2225,Shark Tank India,Non-Alcoholic Beverages,"Inspired by Malaki from Mumbai, who pitched this on Shark Tank India (S2 E37) and got ₹50L for 3%.",,beverage-brand,,,,,sharktank,S2E37P268
2226,Shark Tank India,Contamination Control Products,"Inspired by nanoclean from Bikaner, who pitched this on Shark Tank India (S2 E37) and asked ₹80L, no deal.",,industrial-solutions,,,,,sharktank,S2E37P269
2227,Shark Tank India,Spirits & Cocktail Blends,"Inspired by Desmond Ji from Goa, who pitched this on Shark Tank India (S2 E38) and asked ₹1 Cr, no deal.",,beverage-brand,,,,,sharktank,S2E38P270
2228,Shark Tank India,Italian Cheese Brand,"Inspired by Cremeitalia from Mumbai, who pitched this on Shark Tank India (S2 E38) and asked ₹90L, no deal.",,dairy-farm,,,,,sharktank,S2E38P271
2229,Shark Tank India,Fuel Station Queue Management,"Inspired by nawgati from Noida, who pitched this on Shark Tank India (S2 E38) and got ₹67L for 3%.",,industrial-solutions,,,,,sharktank,S2E38P272
2230,Shark Tank India,EV Subscription Service,"Inspired by Swytchd from Bangalore, who pitched this on Shark Tank India (S2 E38) and asked ₹50L, no deal.",,ev-charging-and-rental,,,,,sharktank,S2E38P273
2231,Shark Tank India,High-Protein Foods,"Inspired by Glad Ful from Jaipur, who pitched this on Shark Tank India (S2 E39) and got ₹50L for 3.5%.",,healthy-snacks-brand,,,,,sharktank,S2E39P274
2232,Shark Tank India,Online Pharmacy,"Inspired by Pharmallama from Bangalore, who pitched this on Shark Tank India (S2 E39) and got ₹2 Cr for 5%.",,healthtech-startup,,,,,sharktank,S2E39P275
2233,Shark Tank India,Incense Brand,"Inspired by VAPerfume from Mumbai, who pitched this on Shark Tank India (S2 E39) and asked ₹1 Cr, no deal.",,pooja-and-incense-products,,,,,sharktank,S2E39P277
2234,Shark Tank India,Anonymous Social Network,"Inspired by Hood from Gurgaon, who pitched this on Shark Tank India (S2 E40) and got ₹60L for 0.54%.",,community-and-social-app,,,,,sharktank,S2E40P278
2235,Shark Tank India,Turkish Ice Cream,"Inspired by Twisting Scoops from Delhi, who pitched this on Shark Tank India (S2 E40) and asked ₹1 Cr, no deal.",,ice-cream-and-desserts-brand,,,,,sharktank,S2E40P279
2236,Shark Tank India,Crop Protection Products,"Inspired by GROWi T from Surat, who pitched this on Shark Tank India (S2 E40) and got ₹50L for 1%.",,agritech-devices,,,,,sharktank,S2E40P280
2237,Shark Tank India,Nachos & Nuts,"Inspired by Makino from Himmatnagar, who pitched this on Shark Tank India (S2 E41) and asked ₹2 Cr, no deal.",,healthy-snacks-brand,,,,,sharktank,S2E41P281
2238,Shark Tank India,Post-Transplant Care,"Inspired by Trunome from Chennai, who pitched this on Shark Tank India (S2 E41) and got ₹1.5 Cr for 2%.",,healthtech-startup,,,,,sharktank,S2E41P282
2239,Shark Tank India,Wellness Snack Bites,"Inspired by What's Up Wellness from Kolkata, who pitched this on Shark Tank India (S2 E41) and got ₹60L for 4.76%.",,healthy-snacks-brand,,,,,sharktank,S2E41P284
2240,Shark Tank India,Craft Brewery,"Inspired by Proost Beer from Delhi, who pitched this on Shark Tank India (S2 E42) and asked ₹1 Cr, no deal.",,beverage-brand,,,,,sharktank,S2E42P285
2241,Shark Tank India,Frozen Cooking Cubes,"Inspired by Dr Cubes from Bangalore, who pitched this on Shark Tank India (S2 E42) and asked ₹80L, no deal.",,frozen-and-ready-to-cook-foods,,,,,sharktank,S2E42P286
2242,Shark Tank India,Metro Shuttle Service,"Inspired by Metro Ride from Bangalore, who pitched this on Shark Tank India (S2 E42) and asked ₹75L, no deal.",,local-delivery-service,,,,,sharktank,S2E42P287
2243,Shark Tank India,Online Skill Courses,"Inspired by Conker from Bangalore, who pitched this on Shark Tank India (S2 E42) and asked ₹40L, no deal.",,test-prep-online,,,,,sharktank,S2E42P288
2244,Shark Tank India,Camel & Goat Milk Brand,"Inspired by Aadvik from Delhi, who pitched this on Shark Tank India (S2 E43) and got ₹15L for 1.5%.",,dairy-farm,,,,,sharktank,S2E43P291
2245,Shark Tank India,Dry Fruits & Snacks Store,"Inspired by Healthy Master from Bangalore, who pitched this on Shark Tank India (S2 E44) and got ₹50L for 6.5%.",,healthy-snacks-brand,,,,,sharktank,S2E44P293
2246,Shark Tank India,Kids Stationery & Toy Store,"Inspired by Kitsons from Hyderabad, who pitched this on Shark Tank India (S2 E44) and asked ₹10 Cr, no deal.",,stationery-and-art-supplies,,,,,sharktank,S2E44P294
2247,Shark Tank India,Waffle Chips,"Inspired by London Bubble from Mumbai, who pitched this on Shark Tank India (S2 E44) and got ₹75L for 15%.",,healthy-snacks-brand,,,,,sharktank,S2E44P295
2248,Shark Tank India,Ice Cream for Pets,"Inspired by Waggy Zone from Mumbai, who pitched this on Shark Tank India (S2 E44) and asked ₹50L, no deal.",,pet-food-and-treats,,,,,sharktank,S2E44P296
2249,Shark Tank India,Smart Kitchen Appliances,"Inspired by Nutri Cook from Bangalore, who pitched this on Shark Tank India (S2 E45) and got ₹50L for 10%.",,consumer-gadgets-brand,,,,,sharktank,S2E45P297
2250,Shark Tank India,IUI Fertility Tech,"Inspired by Subhag from Jhumri Telaiya, who pitched this on Shark Tank India (S2 E45) and got ₹20L for 1%.",,healthtech-startup,,,,,sharktank,S2E45P298
2251,Shark Tank India,Sikh Grooming Products,"Inspired by Singh Styled from Mumbai, who pitched this on Shark Tank India (S2 E45) and got ₹50L for 10%.",,personal-care-brand,,,,,sharktank,S2E45P299
2252,Shark Tank India,Cricket Gear Shop,"Inspired by ZSports Tech from Mumbai, who pitched this on Shark Tank India (S2 E46) and asked ₹60L, no deal.",,sports-goods-brand,,,,,sharktank,S2E46P300
